3.177177,0.130213,3.307391
1.928553,0.121573,2.050125
0.617258,0.113475,0.730733
0.206367,0.109327,0.315695
0.091913,0.105706,0.197619
0.048082,0.102336,0.150417
0.037372,0.098950,0.136322
0.021376,0.096368,0.117744
0.019855,0.093325,0.113181
0.018772,0.090960,0.109732
0.013924,0.088289,0.102214
0.013754,0.085925,0.099679
0.012637,0.084043,0.096680
0.009846,0.081678,0.091523
0.011158,0.079870,0.091027
0.009765,0.077684,0.087449
0.009357,0.076168,0.085525
0.009079,0.074857,0.083935
0.007105,0.073450,0.080555
0.007981,0.071629,0.079610
0.005867,0.070615,0.076482
0.007578,0.068999,0.076578
0.005390,0.068263,0.073653
0.006923,0.066785,0.073708
0.007320,0.065485,0.072805
0.006617,0.064069,0.070686
0.007664,0.063519,0.071183
0.006308,0.061964,0.068272
0.005757,0.061360,0.067117
0.004653,0.060455,0.065108
0.004719,0.060172,0.064891
0.004478,0.058974,0.063452
0.005076,0.057865,0.062941
0.005574,0.057209,0.062783
0.004751,0.055923,0.060674
0.005054,0.055780,0.060833
0.004324,0.054955,0.059279
0.003949,0.054214,0.058163
0.004534,0.053562,0.058096
0.004380,0.052919,0.057299
0.004286,0.052090,0.056376
